Date,RW pH,TW pH,RW Tur,TW Tur,TW FRC,RW Colour,TW Colour,RW TDS,TW TDS,RW Iron,TW Iron,RW  Hardness,TW Hardness,RW S Solids,TW S Solids,RW Aluminium,TW Aluminium,RW Chloride,TW Chloride,RW Manganese,TW Manganese,RW Conductivity  ,TW Conductivity  ,RW Calcium,RW Calcium.1,TW Calcium,TW Calcium.1,RW Magnesium,RW Magnesium.1,TW Magnesium,TW Magnesium.1,RW Alkalinity ,TW Alkalinity ,RW Ammonia as N,TW Ammonia as N,RW Total algal counts,TW Total algal counts,RW Fecal coliform,TW Fecal coliform,RW Total coliform,TW Total coliform
2024-04-27,8.121250000000002,7.732916666666667,5.449166666666667,0.9695833333333334,1.0279166666666666,8,3,345,353,0.067,0.096,129,135,4.0,0.8,0.015,0.029,45,51,0.028,0.027,522.7272727272727,534.8484848484849,67,26.8,69,27.6,63,15.309,67,16.281,162,153,0.131,0.109,16000000,0,1800,2,1800,2
2024-04-28,8.098333333333333,7.747083333333335,5.099583333333333,0.9575,1.09,10,3,357,362,0.0613,0.0893,125,133,3.2,0.8,0.014,0.028,44,50,0.0293,0.0318,540.9090909090909,548.4848484848485,65,26.0,67,26.8,61,14.823,67,16.281,167,157,0.118,0.109,16000000,0,1800,2,1800,2
2024-04-29,8.06875,7.73875,4.87125,0.96375,1.0625,9,3,307,314,0.0149,0.0314,127,133,3.6,0.8,0.016,0.03,43,47,0.0149,0.0128,465.1515151515151,475.75757575757575,65,26.0,67,26.8,63,15.309,67,16.281,167,153,0.124,0.113,20000000,0,1800,2,1800,2
2024-04-30,8.06875,7.727916666666665,4.734166666666668,0.9570833333333333,1.0279166666666664,9,3,305,313,0.0517,0.0669,138,144,3.2,1.2,0.013,0.028,45,49,0.0115,0.0103,462.1212121212121,474.2424242424242,70,28.0,72,28.8,68,16.524,72,17.496,167,157,0.148,0.115,16000000,0,1800,2,1800,2
2024-05-01,8.037083333333333,7.75,5.174583333333333,0.97,1.07,10,3,309,316,0.046,0.055,127,135,4.0,1.2,0.013,0.027,45,50,0.021,0.046,468.1818181818182,478.78787878787875,63,25.2,67,26.8,65,15.795,69,16.767,162,153,0.244,0.223,16000000,0,1800,2,1800,2
2024-05-02,8.079166666666671,7.74,6.187916666666666,0.97,1.09,10,3,328,339,0.076,0.098,129,135,4.4,0.8,0.015,0.029,45,51,0.05,0.036,496.96969696969694,513.6363636363636,65,26.0,67,26.8,65,15.795,69,16.767,172,162,0.215,0.183,20000000,0,1800,2,1800,2
2024-05-03,8.066666666666668,7.74,6.873333333333331,0.96,1.0,8,3,320,328,0.023,0.041,121,127,5.6,1.2,0.013,0.025,45,49,0.154,0.02,484.8484848484848,496.96969696969694,59,23.6,61,24.4,63,15.309,67,16.281,167,157,0.228,0.188,24000000,0,1800,2,1800,2
2024-05-04,8.061666666666666,7.73,6.545000000000001,0.96,1.02,9,3,338,342,0.017,0.053,123,129,5.2,1.2,0.017,0.029,46,51,0.0272,0.018,512.1212121212121,518.1818181818181,61,24.4,63,25.2,63,15.309,67,16.281,172,162,0.244,0.219,24000000,0,1800,2,1800,2
2024-05-05,8.097083333333334,7.75,5.94625,0.96,1.06,9,3,336,345,0.033,0.047,125,129,4.8,1.6,0.014,0.028,47,52,0.026,0.021,509.09090909090907,522.7272727272727,61,24.4,63,25.2,65,15.795,67,16.281,167,157,0.236,0.187,20000000,0,1800,2,1800,2
2024-05-06,8.087500000000002,7.77,7.319999999999999,0.97,0.93,10,4,320,328,0.102,0.11,127,135,6.0,1.6,0.013,0.029,49,54,0.003,0.032,484.8484848484848,496.96969696969694,65,26.0,69,27.6,63,15.309,67,16.281,167,153,0.223,0.203,16000000,0,1800,2,1800,2
2024-05-07,7.9975,7.69,6.255416666666668,0.96,0.94,10,4,351,360,0.09,0.092,127,135,4.4,1.2,0.01,0.021,51,55,0.028,0.031,531.8181818181818,545.4545454545454,63,25.2,69,27.6,65,15.795,67,16.281,167,153,0.234,0.199,24000000,0,1800,2,1800,2
2024-05-08,7.948333333333333,7.72,5.749166666666667,0.96,0.97,8,3,364,378,0.043,0.062,129,135,4.0,1.6,0.017,0.028,52,56,0.02,0.002,551.5151515151515,572.7272727272727,67,26.8,69,27.6,63,15.309,67,16.281,177,167,0.243,0.203,24000000,0,1800,2,1800,2
2024-05-09,7.930416666666666,7.71,7.5220833333333355,0.96,1.01,8,3,396,420,0.02,0.075,129,135,4.8,1.2,0.019,0.03,51,55,0.034,0.034,600.0,636.3636363636364,65,26.0,67,26.8,65,15.795,69,16.767,167,157,0.248,0.217,24000000,0,1800,2,1800,2
2024-05-10,7.976666666666666,7.73,8.987083333333333,0.97,1.08,10,4,343,358,0.064,0.149,127,133,6.0,1.2,0.013,0.027,51,56,0.036,0.037,519.6969696969696,542.4242424242424,65,26.0,67,26.8,63,15.309,67,16.281,177,167,0.248,0.225,24000000,0,1800,2,1800,2
2024-05-11,7.984782608695652,7.72,6.627391304347826,0.97,1.01,10,3,403,418,0.112,0.128,131,137,6.4,1.2,0.017,0.027,56,61,0.037,0.036,610.6060606060606,633.3333333333333,67,26.8,69,27.6,65,15.795,69,16.767,182,172,0.241,0.203,20000000,0,1800,2,1800,2
2024-05-12,7.975416666666669,7.73,5.153333333333334,0.95,1.09,8,3,401,415,0.049,0.066,127,133,3.6,0.8,0.015,0.028,57,63,0.041,0.04,607.5757575757575,628.7878787878788,65,26.0,67,26.8,63,15.309,67,16.281,177,167,0.247,0.204,20000000,0,1800,2,1800,2
2024-05-13,7.958750000000002,7.69,4.5947499999999994,0.94,1.08,8,3,367,373,0.025,0.037,129,135,3.2,0.8,0.017,0.028,53,57,0.034,0.032,556.060606060606,565.1515151515151,67,26.8,69,27.6,63,15.309,67,16.281,182,172,0.224,0.218,20000000,0,1800,2,1800,2
2024-05-14,7.932916666666667,7.67,3.8074999999999997,0.94,1.03,9,3,353,360,0.068,0.087,137,145,2.8,0.4,0.016,0.03,60,64,0.036,0.033,534.8484848484849,545.4545454545454,67,26.8,71,28.4,71,17.253,75,18.224999999999998,162,153,0.222,0.221,20000000,0,1800,2,1800,2
2024-05-15,7.934166666666666,7.7,3.454583333333334,0.96,1.04,9,3,372,387,0.029,0.056,125,131,2.8,0.8,0.015,0.029,57,62,0.027,0.03,563.6363636363636,586.3636363636364,65,26.0,67,26.8,61,14.823,65,15.795,177,162,0.222,0.195,20000000,0,1800,2,1800,2
2024-05-16,7.976666666666666,7.73,3.724999999999999,0.96,1.09,9,3,360,367,0.041,0.071,123,129,3.2,0.8,0.016,0.028,54,60,0.029,0.03,545.4545454545454,556.060606060606,61,24.4,63,25.2,63,15.309,67,16.281,172,162,0.21,0.161,24000000,0,1800,2,1800,2
2024-05-17,7.959166666666667,7.72,3.620833333333333,0.93,1.1,8,3,365,371,0.03,0.061,125,133,2.4,0.8,0.015,0.028,54,60,0.034,0.032,553.030303030303,562.1212121212121,65,26.0,67,26.8,61,14.823,67,16.281,172,162,0.203,0.171,20000000,0,1800,2,1800,2
2024-05-18,7.927499999999998,7.72,3.508333333333333,0.96,1.1,8,3,369,378,0.048,0.06,127,135,2.8,0.4,0.015,0.025,53,57,0.033,0.032,559.090909090909,572.7272727272727,60,24.0,64,25.6,67,16.281,71,17.253,177,167,0.215,0.203,20000000,0,1800,2,1800,2
2024-05-19,7.950833333333332,7.7,3.1516666666666673,0.95,1.09,9,3,363,375,0.063,0.072,129,135,2.8,0.8,0.016,0.028,55,59,0.036,0.039,550.0,568.1818181818181,62,24.8,69,27.6,67,16.281,67,16.281,172,162,0.219,0.186,24000000,0,1800,2,1800,2
2024-05-20,7.877391304347825,7.67,3.1321739130434785,0.94,1.01,8,3,365,371,0.109,0.126,127,133,2.8,0.4,0.014,0.027,54,58,0.036,0.033,553.030303030303,562.1212121212121,65,26.0,69,27.6,62,15.065999999999999,65,15.795,162,153,0.225,0.214,24000000,0,1800,2,1800,2
2024-05-21,7.865833333333335,7.65,3.01125,0.96,1.01,9,3,378,385,0.103,0.107,137,144,2.4,0.4,0.015,0.027,59,64,0.035,0.031,572.7272727272727,583.3333333333333,73,29.2,77,30.8,65,15.795,67,16.281,167,153,0.217,0.182,20000000,0,1800,2,1800,2
2024-05-22,7.91,7.69,2.924583333333334,0.94,1.13,9,3,375,381,0.079,0.102,135,141,2.4,0.4,0.016,0.028,60,66,0.035,0.034,568.1818181818181,577.2727272727273,71,28.4,75,30.0,64,15.552,67,16.281,172,162,0.201,0.171,24000000,0,1800,2,1800,2
2024-05-23,7.927916666666666,7.73,2.6662500000000002,0.94,1.11,8,3,376,387,0.045,0.051,131,139,2.0,0.4,0.013,0.027,59,63,0.033,0.033,569.6969696969696,586.3636363636364,67,26.8,71,28.4,64,15.552,69,16.767,177,167,0.215,0.175,24000000,0,1800,2,1800,2
2024-05-24,7.916666666666667,7.74,2.70375,0.92,1.08,9,3,426,438,0.105,0.136,144,152,2.4,0.8,0.02,0.028,62,67,0.036,0.039,645.4545454545454,663.6363636363636,71,28.4,75,30.0,73,17.739,77,18.711,172,162,0.228,0.208,24000000,0,1800,2,1800,2
2024-05-25,7.899166666666665,7.72,2.612916666666667,0.93,1.06,9,3,389,394,0.091,0.112,131,137,2.4,0.4,0.016,0.028,55,59,0.033,0.032,589.3939393939394,596.969696969697,64,25.6,69,27.6,67,16.281,69,16.767,167,157,0.209,0.186,20000000,0,1800,2,1800,2
2024-05-26,7.750000000000001,7.63,2.5862499999999997,0.95,1.11,8,3,368,377,0.084,0.112,129,135,2.4,0.8,0.016,0.027,51,57,0.034,0.03,557.5757575757575,571.2121212121211,64,25.6,67,26.8,64,15.552,69,16.767,162,152,0.196,0.183,20000000,0,1800,2,1800,2
2024-05-27,7.776666666666666,7.64,2.5387500000000003,0.92,1.04,9,3,376,382,0.042,0.079,131,137,2.0,0.4,0.015,0.026,51,58,0.033,0.026,569.6969696969696,578.7878787878788,67,26.8,69,27.6,64,15.552,69,16.767,167,157,0.162,0.154,24000000,0,1800,2,1800,2
2024-05-28,7.777916666666667,7.63,2.4766666666666666,0.91,1.06,9,3,360,366,0.063,0.076,133,141,2.4,0.4,0.014,0.026,54,59,0.033,0.04,545.4545454545454,554.5454545454545,62,24.8,67,26.8,71,17.253,75,18.224999999999998,162,153,0.158,0.126,24000000,0,1800,2,1800,2
2024-05-29,7.821666666666668,7.67,2.5375,0.94,1.1,8,3,351,355,0.033,0.041,141,146,2.4,0.4,0.014,0.029,49,54,0.032,0.029,531.8181818181818,537.8787878787879,58,23.2,62,24.8,83,20.169,83,20.169,163,158,0.155,0.131,24000000,0,1800,2,1800,2
2024-05-30,7.864166666666666,7.73,2.499583333333333,0.95,1.12,8,3,364,371,0.067,0.071,137,144,2.0,0.4,0.016,0.026,48,52,0.031,0.031,551.5151515151515,562.1212121212121,64,25.6,67,26.8,71,17.253,77,18.711,167,157,0.161,0.137,20000000,0,1800,2,1800,2
2024-05-31,7.852083333333333,7.72,2.5295833333333335,0.95,1.05,8,3,369,376,0.009,0.0197,127,133,2.0,0.4,0.017,0.027,50,55,0.033,0.028,559.090909090909,569.6969696969696,60,24.0,64,25.6,63,15.309,69,16.767,162,153,0.161,0.131,24000000,0,1800,2,1800,2
2024-06-01,7.829583333333336,7.73,2.535416666666667,0.96,1.07,9,4,370,381,0.066,0.069,131,139,2.4,0.8,0.013,0.025,51,57,0.0,0.0,560.6060606060606,577.2727272727273,65,26.0,69,27.6,67,16.281,71,17.253,162,153,0.102,0.094,24000000,0,1800,2,1800,2
2024-06-02,7.82875,7.746249999999999,2.549583333333334,0.9525,1.0774999999999997,9,3,375,386,0.067,0.076,133,144,2.0,0.4,0.015,0.026,51,57,0.0,0.0,568.1818181818181,584.8484848484849,67,26.8,69,27.6,67,16.281,75,18.224999999999998,162,153,0.102,0.093,24000000,0,1800,2,1800,2
2024-06-03,7.828260869565218,7.7,2.443913043478261,0.93,1.1,8,3,387,393,0.064,0.079,129,135,2.4,0.8,0.014,0.028,52,57,0.0,0.0,586.3636363636364,595.4545454545454,65,26.0,69,27.6,65,15.795,67,16.281,167,157,0.098,0.084,20000000,0,1800,2,1800,2
2024-06-04,7.772916666666666,7.65,2.4404166666666667,0.93,0.8,9,4,485,492,0.073,0.075,156,160,2.0,0.4,0.015,0.026,100,104,0.0,0.0,734.8484848484848,745.4545454545454,73,29.2,77,30.8,83,20.169,83,20.169,192,182,0.096,0.083,16000000,0,1800,2,1800,2
2024-06-05,7.796250000000001,7.68,2.5199999999999996,0.94,1.06,9,3,400,412,0.079,0.083,141,150,2.4,0.8,0.015,0.028,63,68,0.0,0.0,606.060606060606,624.2424242424242,69,27.6,73,29.2,73,17.739,77,18.711,177,167,0.102,0.09,20000000,0,1800,2,1800,2
2024-06-06,7.857500000000002,7.71,2.395416666666667,0.94,1.12,9,4,384,391,0.084,0.089,144,152,2.0,0.4,0.015,0.028,62,66,0.0,0.0,581.8181818181818,592.4242424242424,71,28.4,75,30.0,73,17.739,77,18.711,172,162,0.1,0.076,20000000,0,1800,2,1800,2
2024-06-07,7.833333333333335,7.68,2.469583333333333,0.95,1.0,8,3,373,381,0.097,0.098,141,150,2.4,0.8,0.012,0.026,62,67,0.0,0.0,565.1515151515151,577.2727272727273,67,26.8,73,29.2,75,18.224999999999998,79,19.197,167,157,0.119,0.098,20000000,0,1800,2,1800,2
2024-06-08,7.843333333333335,7.7,2.3679166666666664,0.92,1.06,9,3,405,413,0.089,0.096,150,154,2.0,0.4,0.012,0.026,64,69,0.0,0.0,613.6363636363636,625.7575757575758,73,29.2,77,30.8,77,18.711,77,18.711,167,157,0.106,0.099,20000000,0,1800,2,1800,2
2024-06-09,7.864166666666667,7.74,2.3424999999999994,0.93,1.07,9,4,410,421,0.025,0.038,150,156,2.0,0.4,0.016,0.024,62,68,0.025,0.028,621.2121212121211,637.8787878787879,75,30.0,79,31.6,75,18.224999999999998,77,18.711,172,162,0.117,0.106,20000000,0,1800,2,1800,2
2024-06-10,7.835833333333333,7.69,2.3316666666666666,0.93,1.05,8,3,394,402,0.031,0.043,137,146,2.0,0.8,0.014,0.025,54,62,0.033,0.029,596.969696969697,609.090909090909,75,30.0,79,31.6,62,15.065999999999999,67,16.281,162,153,0.12,0.107,16000000,0,1800,2,1800,2
2024-06-11,7.908749999999999,7.78,2.367083333333333,0.93,1.08,8,3,398,403,0.023,0.029,144,150,2.0,0.4,0.01,0.021,58,62,0.029,0.035,603.030303030303,610.6060606060606,71,28.4,75,30.0,73,17.739,75,18.224999999999998,172,162,0.113,0.101,24000000,0,1800,2,1800,2
2024-06-12,7.889583333333333,7.76,2.7008333333333336,0.94,1.07,8,3,401,412,0.017,0.031,139,146,2.0,0.4,0.013,0.027,56,61,0.029,0.031,607.5757575757575,624.2424242424242,71,28.4,73,29.2,69,16.767,73,17.739,177,167,0.112,0.099,16000000,0,1800,2,1800,2
2024-06-13,8.012500000000001,7.8,2.4233333333333325,0.95,1.03,8,3,374,381,0.064,0.08,133,139,2.0,0.8,0.014,0.028,54,59,0.011,0.023,566.6666666666666,577.2727272727273,67,26.8,69,27.6,67,16.281,71,17.253,172,162,0.12,0.1,16000000,0,1800,2,1800,2
2024-06-14,7.980416666666667,7.78,2.32125,0.95,1.1,9,3,391,398,0.062,0.069,129,135,2.0,0.4,0.015,0.024,56,61,0.02,0.021,592.4242424242424,603.030303030303,64,25.6,67,26.8,64,15.552,69,16.767,177,162,0.165,0.147,20000000,0,1800,2,1800,2
2024-06-15,7.998333333333334,7.78,2.2866666666666666,0.96,1.06,9,3,390,395,0.071,0.08,131,139,1.6,0.4,0.016,0.025,54,60,0.016,0.015,590.9090909090909,598.4848484848485,67,26.8,71,28.4,64,15.552,69,16.767,172,157,0.165,0.161,20000000,0,1800,2,1800,2
2024-06-16,8.062916666666665,7.87,2.4062499999999996,0.93,1.16,8,3,395,400,0.089,0.091,139,148,2.0,0.4,0.016,0.027,53,59,0.039,0.036,598.4848484848485,606.060606060606,71,28.4,75,30.0,69,16.767,73,17.739,177,167,0.165,0.146,20000000,0,1800,2,1800,2
2024-06-17,8.071666666666667,7.86,2.53,0.93,1.07,8,3,396,403,0.082,0.093,135,144,2.0,0.4,0.013,0.025,52,56,0.037,0.037,600.0,610.6060606060606,69,27.6,71,28.4,67,16.281,73,17.739,172,162,0.152,0.148,24000000,0,1800,2,1800,2
2024-06-18,8.116666666666667,7.9,2.4304166666666664,0.94,1.01,8,3,348,356,0.064,0.083,121,127,2.0,0.4,0.013,0.026,54,58,0.036,0.037,527.2727272727273,539.3939393939394,65,26.0,69,27.6,56,13.608,58,14.094,172,157,0.146,0.142,16000000,0,1800,2,1800,2
2024-06-19,8.132083333333332,7.88,2.380833333333334,0.94,1.14,8,3,368,379,0.066,0.083,125,131,2.0,0.4,0.012,0.025,52,57,0.04,0.039,557.5757575757575,574.2424242424242,64,25.6,67,26.8,60,14.58,64,15.552,172,157,0.141,0.133,16000000,0,1800,2,1800,2
2024-06-20,8.0975,7.81,2.415833333333333,0.94,1.11,9,3,374,381,0.058,0.069,124,132,2.0,0.4,0.01,0.024,52,58,0.043,0.034,566.6666666666666,577.2727272727273,64,25.6,66,26.4,60,14.58,66,16.038,167,157,0.141,0.128,20000000,0,1800,2,1800,2
2024-06-21,8.095,7.81,2.381666666666667,0.94,1.06,9,3,383,390,0.039,0.062,128,136,2.0,0.8,0.012,0.024,54,59,0.031,0.037,580.3030303030303,590.9090909090909,66,26.4,70,28.0,62,15.065999999999999,66,16.038,172,157,0.145,0.134,20000000,0,1800,2,1800,2
2024-06-22,8.041500000000001,7.83,2.7870000000000004,0.96,1.11,9,4,390,396,0.023,0.084,126,132,2.4,0.8,0.014,0.026,54,60,0.033,0.036,590.9090909090909,600.0,66,26.4,68,27.2,60,14.58,64,15.552,177,167,0.137,0.124,20000000,0,1800,2,1800,2
2024-06-23,8.062500000000002,7.81,2.4025000000000003,0.95,1.06,9,3,425,433,0.078,0.093,130,138,2.0,0.8,0.01,0.023,53,57,0.035,0.035,643.9393939393939,656.060606060606,68,27.2,72,28.8,62,15.065999999999999,66,16.038,172,157,0.131,0.118,20000000,0,1800,2,1800,2
2024-06-24,8.06,7.81,2.4520833333333334,0.93,1.1,9,3,442,447,0.083,0.093,150,158,2.0,0.4,0.015,0.029,71,75,0.032,0.034,669.6969696969696,677.2727272727273,70,28.0,74,29.6,80,19.439999999999998,84,20.412,172,162,0.13,0.119,20000000,0,1800,2,1800,2
